tbpkid,batch,lc,prov,cnty,lc_prov,lc_cnty
133637,1409,LC200,37,370684,37,370600
133638,1409,LC016,41,410526,41,410100
133639,1409,LC160,61,610404,61,610103
133640,1409,LC318,61,610121,61,610125
133641,1409,LC345,34,342622,36,360400
133642,1409,LC160,61,610629,61,610103
133643,1409,LC160,61,610481,61,610103
133644,1409,LC345,34,342622,36,360400
133645,1409,LC116,61,612701,61,610800
133646,1409,LC115,64,640111,31,310106
133647,1409,LC345,31,310227,36,360400
133648,1409,LC022,33,332502,33,330100
133649,1409,LC160,61,610423,61,610103
133650,1409,LC116,61,612731,61,610800
133651,1409,LC057,43,430522,36,360100
133652,1409,LC340,51,510225,36,360900
133653,1409,LC159,43,432502,44,440303
133654,1409,LC158,44,441900,44,441900
133655,1409,LC337,61,610427,61,610113
133656,1409,LC340,45,450881,36,360900
133657,1409,LC334,61,610481,33,330326
133658,1409,LC340,35,350823,36,360900
133659,1409,LC340,35,350302,36,360900
133660,1409,LC057,44,440982,36,360100
133661,1409,LC333,35,350681,36,360100
133662,1409,LC200,37,370628,37,370600
133663,1409,LC160,61,610114,61,610103
133664,1409,LC344,36,360102,36,360100
133665,1409,LC345,34,340111,36,360400
133666,1409,LC345,34,340711,36,360400
133667,1409,LC116,61,612322,61,610800
133668,1409,LC030,43,430102,43,430100
133669,1409,LC160,62,622102,61,610103
133670,1409,LC057,45,450325,36,360100
133671,1409,LC160,61,610425,61,610103
133672,1409,LC016,34,342423,41,410100
133673,1409,LC345,34,340121,36,360400
133674,1409,LC340,35,350681,36,360900
133675,1409,LC016,41,410104,41,410100
133676,1409,LC160,32,320323,61,610103
133677,1409,LC160,14,142326,61,610103
133678,1409,LC200,37,371002,37,370600
133679,1409,LC337,61,610111,61,610113
133680,1409,LC057,44,441323,36,360100
133681,1409,LC115,32,320681,31,310106
133682,1409,LC115,31,310115,31,310106
133683,1409,LC160,61,610111,61,610103
133684,1409,LC001,61,610526,61,610103
133685,1409,LC337,61,610623,61,610113
133686,1409,LC001,61,610403,61,610103
133687,1409,LC199,37,370702,37,371500
133688,1409,LC337,61,610422,61,610113
133689,1409,LC018,14,142625,14,140800
133690,1409,LC341,33,330725,36,361100
133691,1409,LC160,61,610122,61,610103
133692,1409,LC200,37,370631,37,370600
133693,1409,LC345,41,411023,36,360400
133694,1409,LC346,42,420111,44,440304
133695,1409,LC160,61,612422,61,610103
133696,1409,LC116,61,612722,61,610800
133697,1409,LC106,32,321088,32,320500
133698,1409,LC016,42,420500,41,410100
133699,1409,LC160,61,610526,61,610103
133700,1409,LC340,35,350622,36,360900
133701,1409,LC160,61,610324,61,610103
133702,1409,LC337,61,610112,61,610113
133703,1409,LC160,61,610481,61,610103
133704,1409,LC322,33,330281,36,360300
133705,1409,LC057,36,360122,36,360100
133706,1409,LC115,31,310112,31,310106
133707,1409,LC115,34,340122,31,310106
133708,1409,LC115,34,340121,31,310106
133709,1409,LC115,31,310108,31,310106
133710,1409,LC115,43,430521,31,310106
133711,1409,LC115,31,310110,31,310106
133712,1409,LC115,13,130102,31,310106
133713,1409,LC115,31,310115,31,310106
133714,1409,LC004,61,610328,61,610300
133715,1409,LC340,32,320325,36,360900
133716,1409,LC022,33,330621,33,330100
133717,1409,LC009,61,612727,61,610600
133718,1409,LC333,44,445202,36,360100
133719,1409,LC057,33,331022,36,360100
133720,1409,LC160,61,612527,61,610103
133721,1409,LC022,33,330184,33,330100
133722,1409,LC340,36,362222,36,360900
133723,1409,LC112,61,610502,61,610500
133724,1409,LC002,61,610524,61,611000
133725,1409,LC056,62,622301,62,620100
133726,1409,LC022,41,412727,33,330100
133727,1409,LC022,33,332502,33,330100
133728,1409,LC160,61,610427,61,610103
133729,1409,LC327,34,340811,34,340100
133730,1409,LC327,34,342225,34,340100
133731,1409,LC327,34,342401,34,340100
133732,1409,LC023,33,330281,33,330200
133733,1409,LC106,41,411422,32,320500
133734,1409,LC004,61,610321,61,610300
133735,1409,LC033,61,612401,61,610900
133736,1409,LC018,14,142603,14,140800
133737,1409,LC325,44,440681,44,440600
133738,1409,LC004,61,610323,61,610300
133739,1409,LC004,61,610327,61,610300
133740,1409,LC004,61,610323,61,610300
133741,1409,LC160,61,610104,61,610103
133742,1409,LC115,31,310112,31,310106
133743,1409,LC115,51,513701,31,310106
133744,1409,LC160,61,612722,61,610103
133745,1409,LC344,33,330282,36,360100
133746,1409,LC344,33,330282,36,360100
133747,1409,LC344,34,341224,36,360100
133748,1409,LC016,61,612429,41,410100
133749,1409,LC345,34,340123,36,360400
133750,1409,LC116,61,612729,61,610800
133751,1409,LC200,37,370687,37,370600
133752,1409,LC160,61,610103,61,610103
133753,1409,LC016,44,441624,41,410100
133754,1409,LC337,61,610125,61,610113
133755,1409,LC158,51,511113,44,441900
133756,1409,LC340,41,411322,36,360900
133757,1409,LC160,61,610124,61,610103
133758,1409,LC160,61,610402,61,610103
133759,1409,LC057,32,320219,36,360100
133760,1409,LC160,61,610422,61,610103
133761,1409,LC160,61,612731,61,610103
133762,1409,LC353,33,330625,33,330104
133763,1409,LC115,31,310108,31,310106
133764,1409,LC160,61,610502,61,610103
133765,1409,LC158,42,422302,44,441900
133766,1409,LC334,61,612524,33,330326
133767,1409,LC341,61,610582,36,361100
133768,1409,LC112,61,610528,61,610500
133769,1409,LC113,61,610431,61,610400
133770,1409,LC334,61,610431,33,330326
133771,1409,LC116,61,612723,61,610800
133772,1409,LC334,33,330104,33,330326
133773,1409,LC024,64,640321,64,640100
133774,1409,LC022,33,332524,33,330100
133775,1409,LC116,61,612723,61,610800
133776,1409,LC116,61,612723,61,610800
133777,1409,LC200,37,371102,37,370600
133778,1409,LC116,61,612723,61,610800
133779,1409,LC160,61,610403,61,610103
133780,1409,LC116,61,612723,61,610800
133781,1409,LC033,61,612429,61,610900
133782,1409,LC009,61,610629,61,610600
133783,1409,LC031,13,130427,13,130400
133784,1409,LC116,61,612724,61,610800
133785,1409,LC199,37,370523,37,371500
133786,1409,LC199,37,370502,37,371500
133787,1409,LC028,53,530381,53,530100
133788,1409,LC004,61,610303,61,610300
133789,1409,LC199,37,372330,37,371500
133790,1409,LC056,62,622103,62,620100
133791,1409,LC338,32,320681,36,360100
133792,1409,LC022,33,332502,33,330100
133793,1409,LC339,32,320581,36,361100
133794,1409,LC004,15,152322,61,610300
133795,1409,LC004,62,622827,61,610300
133796,1409,LC001,14,142701,61,610103
133797,1409,LC337,61,610328,61,610113
133798,1409,LC327,34,340204,34,340100
133799,1409,LC004,62,622722,61,610300
133800,1409,LC112,61,610324,61,610500
133801,1409,LC320,32,320683,32,320100
133802,1409,LC200,37,370631,37,370600
133803,1409,LC320,34,341124,32,320100
133804,1409,LC022,33,330382,33,330100
133805,1409,LC113,61,610423,61,610400
133806,1409,LC340,36,362222,36,360900
133807,1409,LC344,36,360103,36,360100
133808,1409,LC116,61,612723,61,610800
133809,1409,LC199,21,210181,37,371500
133810,1409,LC005,61,612701,61,610800
133811,1409,LC115,31,310112,31,310106
133812,1409,LC115,32,320830,31,310106
133813,1409,LC115,32,321023,31,310106
133814,1409,LC115,32,320926,31,310106
133815,1409,LC115,32,320821,31,310106
133816,1409,LC115,31,310221,31,310106
133817,1409,LC091,61,612321,61,610700
133818,1409,LC009,61,610622,61,610600
133819,1409,LC005,61,612701,61,610800
133820,1409,LC341,32,320125,36,361100
133821,1409,LC199,37,372522,37,371500
133822,1409,LC033,61,612426,61,610900
133823,1409,LC160,61,610502,61,610103
133824,1409,LC160,33,330724,61,610103
133825,1409,LC009,61,610623,61,610600
133826,1409,LC160,61,610112,61,610103
133827,1409,LC116,61,612701,61,610800
133828,1409,LC282,62,620523,62,620500
133829,1409,LC160,61,612730,61,610103
133830,1409,LC334,61,612401,33,330326
133831,1409,LC005,61,612723,61,610800
133832,1409,LC160,61,610430,61,610103
133833,1409,LC160,61,610328,61,610103
133834,1409,LC160,61,612422,61,610103
133835,1409,LC004,62,622726,61,610300
133836,1409,LC001,61,612321,61,610103
133837,1409,LC113,61,612324,61,610400
133838,1409,LC337,61,610102,61,610113
133839,1409,LC004,62,622725,61,610300
133840,1409,LC325,36,362421,44,440600
133841,1409,LC357,61,610326,61,610113
133842,1409,LC116,61,612723,61,610800
133843,1409,LC024,64,640102,64,640100
133844,1409,LC334,61,610113,33,330326
133845,1409,LC340,31,310228,36,360900
133846,1409,LC022,33,332524,33,330100
133847,1409,LC325,44,440681,44,440600
133848,1409,LC056,62,620102,62,620100
133849,1409,LC325,45,452122,44,440600
133850,1409,LC112,61,610521,61,610500
133851,1409,LC004,61,610323,61,610300
133852,1409,LC339,61,612422,36,361100
133853,1409,LC339,42,420322,36,361100
133854,1409,LC339,43,430408,36,361100
133855,1409,LC004,61,610324,61,610300
133856,1409,LC160,61,610481,61,610103
133857,1409,LC325,44,440681,44,440600
133858,1409,LC334,65,652826,33,330326
133859,1409,LC334,64,640302,33,330326
133860,1409,LC325,44,440681,44,440600
133861,1409,LC339,42,422201,36,361100
133862,1409,LC339,45,452501,36,361100
133863,1409,LC339,34,341125,36,361100
133864,1409,LC339,44,440902,36,361100
133865,1409,LC004,62,620403,61,610300
133866,1409,LC016,37,371521,41,410100
133867,1409,LC159,41,411303,44,440303
133868,1409,LC057,36,362202,36,360100
133869,1409,LC345,44,440582,36,360400
133870,1409,LC330,62,620102,61,610113
133871,1409,LC334,61,610523,33,330326
133872,1409,LC334,61,610202,33,330326
133873,1409,LC116,61,612701,61,610800
133874,1409,LC016,34,341202,41,410100
133875,1409,LC341,44,440821,36,361100
133876,1409,LC113,61,610404,61,610400
133877,1409,LC160,61,610523,61,610103
133878,1409,LC056,62,620102,62,620100
133879,1409,LC160,61,610321,61,610103
133880,1409,LC160,61,610222,61,610103
133881,1409,LC199,37,371525,37,371500
133882,1409,LC160,61,610402,61,610103
133883,1409,LC022,42,422802,33,330100
133884,1409,LC160,61,610526,61,610103
133885,1409,LC282,62,620525,62,620500
133886,1409,LC343,61,610582,61,610582
133887,1409,LC022,53,532728,33,330100
133888,1409,LC331,32,320721,36,360700
133889,1409,LC339,32,320107,36,361100
133890,1409,LC337,65,659001,61,610113
133891,1409,LC022,33,330382,33,330100
133892,1409,LC339,43,431127,36,361100
133893,1409,LC016,41,410403,41,410100
133894,1409,LC331,32,320721,36,360700
133895,1409,LC091,61,612323,61,610700
133896,1409,LC339,32,320520,36,361100
133897,1409,LC022,33,330323,33,330100
133898,1409,LC005,61,612723,61,610800
133899,1409,LC022,34,342622,33,330100
133900,1409,LC022,36,360121,33,330100
133901,1409,LC022,33,330382,33,330100
133902,1409,LC022,33,330382,33,330100
133903,1409,LC022,33,330382,33,330100
133904,1409,LC001,61,610113,61,610103
133905,1409,LC331,36,360727,36,360700
133906,1409,LC116,61,612722,61,610800
133907,1409,LC345,34,340111,36,360400
133908,1409,LC345,34,340103,36,360400
133909,1409,LC116,61,612701,61,610800
133910,1409,LC341,31,310113,36,361100
133911,1409,LC057,43,431022,36,360100
133912,1409,LC116,64,640323,61,610800
133913,1409,LC158,42,420527,44,441900
133914,1409,LC334,61,610104,33,330326
133915,1409,LC337,62,620102,61,610113
133916,1409,LC001,61,610430,61,610103
133917,1409,LC337,61,610424,61,610113
133918,1409,LC337,61,610124,61,610113
133919,1409,LC160,50,500234,61,610103
133920,1409,LC340,35,350681,36,360900
133921,1409,LC334,61,610621,33,330326
133922,1409,LC334,61,610526,33,330326
133923,1409,LC340,35,350425,36,360900
133924,1409,LC340,35,350623,36,360900
133925,1409,LC340,35,350627,36,360900
133926,1409,LC333,35,350681,36,360100
133927,1409,LC333,35,350681,36,360100
133928,1409,LC345,34,342601,36,360400
133929,1409,LC116,61,612725,61,610800
133930,1409,LC115,44,445281,31,310106
133931,1409,LC344,44,440623,36,360100
133932,1409,LC160,62,620202,61,610103
133933,1409,LC160,61,610502,61,610103
133934,1409,LC033,61,612429,61,610900
133935,1409,LC009,61,610102,61,610600
133936,1409,LC344,44,440623,36,360100
133937,1409,LC057,33,330302,36,360100
133938,1409,LC160,61,610502,61,610103
133939,1409,LC033,61,612429,61,610900
133940,1409,LC344,44,440681,36,360100
133941,1409,LC353,15,150221,33,330104
133942,1409,LC160,14,142702,61,610103
133943,1409,LC057,33,330303,36,360100
133944,1409,LC160,23,230119,61,610103
133945,1409,LC334,61,610424,33,330326
133946,1409,LC112,61,610502,61,610500
133947,1409,LC160,61,610629,61,610103
133948,1409,LC345,36,360103,36,360400
133949,1409,LC160,61,610203,61,610103
133950,1409,LC160,61,610202,61,610103
133951,1409,LC160,61,610112,61,610103
133952,1409,LC022,33,332502,33,330100
133953,1409,LC200,37,370611,37,370600
133954,1409,LC165,13,130107,13,130100
133955,1409,LC200,37,370611,37,370600
133956,1409,LC160,41,412825,61,610103
133957,1409,LC337,61,610121,61,610113
133958,1409,LC199,37,371424,37,371500
133959,1409,LC200,37,370611,37,370600
133960,1409,LC091,61,612323,61,610700
133961,1409,LC160,61,610121,61,610103
133962,1409,LC200,42,420983,37,370600
133963,1409,LC165,14,140113,13,130100
133964,1409,LC091,61,612328,61,610700
133965,1409,LC160,62,622822,61,610103
133966,1409,LC006,61,610324,61,610300
133967,1409,LC343,61,610582,61,610582
133968,1409,LC200,37,371302,37,370600
133969,1409,LC160,61,610422,61,610103
133970,1409,LC022,33,330327,33,330100
133971,1409,LC091,61,612322,61,610700
133972,1409,LC159,43,430923,44,440303
133973,1409,LC200,34,342201,37,370600
133974,1409,LC091,61,612323,61,610700
133975,1409,LC160,51,510214,61,610103
133976,1409,LC200,34,340123,37,370600
133977,1409,LC346,44,440223,44,440304
133978,1409,LC022,33,330127,33,330100
133979,1409,LC160,61,610602,61,610103
133980,1409,LC200,37,370611,37,370600
133981,1409,LC165,13,130425,13,130100
133982,1409,LC091,21,211002,61,610700
133983,1409,LC334,41,411282,33,330326
133984,1409,LC334,61,612429,33,330326
